State,city,restaurant_name,Location,cuisine_type,Dish Name,cost,rating,rating_count,order_id,latitude,longitude,distance_km,traffic_level,food_preparation_time,delivery_time,total_time,expected_time,delivery_delay,delay_category,order_hour,time_of_day,peak_hour_flag,day_of_the_week,sentiment_score,sentiment
Meghalaya,Shillong,Dejavu,Laitumkhrah,Apptizers Non Veg,SPICY PRAWN WITH BAR-BE-QUE SAUCE,550.0,4.6,6,1013560,12.865969,77.638115,12.16,High,37,67,104,89,15,Slightly Delayed,11,Afternoon,0,Weekend,0.8999999999999999,Positive
Delhi,New Delhi,Pizza Hut,Dwarka,Appetizer,Tomato Ketchup,0.95,4.2,71,1013561,12.939104,77.716503,1.72,Low,16,12,28,27,1,On Time,14,Afternoon,1,Weekday,0.8,Positive
Maharashtra,Mumbai,Kfc,Ulwe,Desserts & Beverages,Masala Mirinda Reusable Bottle,108.57,4.7,11,1013562,13.000269,77.64138,6.85,Jam,11,57,68,42,26,Heavily Delayed,8,Morning,0,Weekday,0.925,Positive
West Bengal,Kolkata,Burger King,Barasat,Korean Spicy Fest(Limited Time Only),Korean Spicy Fries,159.0,4.0,15,1013563,12.989029,77.619757,14.68,Jam,44,115,159,106,53,Heavily Delayed,11,Afternoon,0,Weekday,0.75,Positive
Odisha,Bhubaneswar,Pizza Hut,Kalinga Vihar,Recommended,Create Your Flavour Fun Combo - Box Of 2 - Veg Pizza,218.0,4.4,0,1013564,12.951164,77.620769,2.69,Medium,16,15,31,31,0,On Time,8,Morning,0,Weekday,0.8500000000000001,Positive
Maharashtra,Mumbai,Mcdonald'S,Ulwe,Mcbreakfast And Value Mornings,Hashbrown,54.0,4.8,83,1013565,12.957262,77.598938,6.6,Low,22,22,44,52,-8,Early,12,Afternoon,0,Weekday,0.95,Positive
Jammu and Kashmir,Srinagar,Pastas By Pizza Hut,Rajbagh,Pastas,Cosy Comfort Chicken White Sauce Pasta,209.0,2.1,5,1013566,12.906692,77.692274,4.85,Medium,12,35,47,35,12,Slightly Delayed,14,Afternoon,1,Weekday,0.275,Negative
Telangana,Hyderabad,Lunchbox - Meals And Thalis,Boduppal,All Day Breakfast Box,Double Omelette & Sausages with Masala Bread,169.0,4.5,2,1013567,12.963971,77.465127,2.88,Medium,34,16,50,50,0,On Time,23,Night,0,Weekday,0.875,Positive
Maharashtra,Mumbai,Shiv Sagar Veg Restaurant,Thane West,Basmati Khazana,Handi Biryani,350.0,4.0,31,1013568,13.088314,77.715539,12.75,High,16,71,87,70,17,Heavily Delayed,13,Afternoon,1,Weekday,0.75,Positive
Karnataka,Bengaluru,Itc Sunfeast Baked Creations,Doddathogur Village,Recommended,Chocolate Frangipane Croissant,317.0,4.5,134,1013569,13.062613,77.625888,10.76,High,36,59,95,82,13,Slightly Delayed,22,Night,0,Weekday,0.875,Positive
Himachal Pradesh,Shimla,Momo Magic Cafe,Solan Town,Special Magic Momos,Paneer Crispy Momos [8 Pieces],210.0,4.1,11,1013570,12.886308,77.704662,6.76,Jam,31,55,86,62,24,Heavily Delayed,18,Evening,0,Weekend,0.7749999999999999,Positive
Delhi,New Delhi,Olio - The Wood Fired Pizzeria,Uttam Nagar,Recommended,Margherita Pizza,279.0,4.0,432,1013571,12.857445,77.453118,6.17,Low,37,22,59,66,-7,Early,11,Afternoon,0,Weekday,0.75,Positive
Rajasthan,Jaipur,Ovenfresh Cakes And Desserts,Malviya Nagar,Cupcakes By Cakezone,Chocolate Cupcake,79.0,4.8,6,1013572,13.083381,77.710783,12.59,Medium,14,54,68,68,0,On Time,13,Afternoon,1,Weekend,0.95,Positive
Karnataka,Bengaluru,The Belgian Waffle Co.,Whitefield,Waffle-Pancake With Ice Cream,Ice Cream and Fudge Vanilla Mini Pancakes (8 Pieces),135.0,2.7,5,1013573,12.981687,77.486041,2.27,High,11,30,41,24,17,Heavily Delayed,21,Night,1,Weekday,0.42500000000000004,Negative
Odisha,Bhubaneswar,Swastik Mom'S Kitchen,Link Road,Noodles,Veg sezwan chowmin,142.0,3.1,6,1013574,12.984459,77.666365,3.06,Low,33,32,65,49,16,Heavily Delayed,13,Afternoon,1,Weekday,0.525,Neutral
Uttar Pradesh,Lucknow,Pizza Hut,Aliganj,Appetizer,BBQ Baked Chicken Wings 6pc,269.0,3.4,3,1013575,13.045179,77.574956,13.69,Jam,41,113,154,99,55,Heavily Delayed,9,Morning,0,Weekday,0.6,Neutral
Maharashtra,Mumbai,Oven Story Pizza,Nerul,Super Saver Deals,Chicken Tikka Pizza + Cheesy Garlic Bread,639.0,3.9,4,1013576,12.928672,77.654322,12.44,Medium,31,53,84,84,0,On Time,11,Afternoon,0,Weekend,0.725,Neutral
Telangana,Hyderabad,Cafe Coffee Day,Miyapur,Hot Coffee Selections,Cappuccino N Cookie,249.0,3.5,3,1013577,12.970477,77.638457,11.85,Jam,15,96,111,66,45,Heavily Delayed,11,Afternoon,0,Weekday,0.625,Neutral
Telangana,Hyderabad,Nic Ice Creams,Mahaveer Road Gaganpahad,100 Ml Ice Creams,Strawberry Ice Cream 100ml,76.27,5.0,7,1013578,13.092166,77.499019,9.74,High,32,58,90,74,16,Heavily Delayed,21,Night,1,Weekend,1.0,Positive
Maharashtra,Mumbai,Zaza Mughal Biryani,Nerul,Recommended,Veg Handi Biryani Thali,299.0,4.4,1,1013579,13.018037,77.604384,5.09,High,23,30,53,47,6,Slightly Delayed,13,Afternoon,1,Weekday,0.8500000000000001,Positive
Rajasthan,Jaipur,Bombay Mishthan Bhandar (Bmb) - Durapura,Durgapura,Namkeen And Wafers,Ratlami Sev ( 400 Gms ),120.0,4.8,16,1013580,12.888436,77.533169,14.09,High,24,79,103,83,20,Heavily Delayed,17,Evening,0,Weekday,0.95,Positive
Karnataka,Bengaluru,Baskin Robbins - Ice Cream Desserts,Sarjapur Road,Freshly Scooped Tubs,Dutch Chocolate Ice Cream (Tub),357.0,4.7,2,1013581,12.883307,77.618131,7.89,Low,15,31,46,50,-4,On Time,19,Evening,1,Weekday,0.925,Positive
Tamil Nadu,Chennai,Mcdonald'S,Nazarathpettai,Fried Chicken & Wings,2 Pc McSpicy Chicken Wings,94.28,4.3,131,1013582,12.901066,77.671401,4.93,Low,31,21,52,55,-3,On Time,12,Afternoon,0,Weekend,0.825,Positive
West Bengal,Kolkata,Kfc,Newtown,Burgers,Zinger Pro Burger & Popcorn Meal,469.0,4.5,6,1013583,13.041678,77.474378,6.12,High,33,32,65,61,4,On Time,20,Night,1,Weekday,0.875,Positive
Uttarakhand,Dehradun,Olio - The Wood Fired Pizzeria,Subhash Road,Pepperoni Pizza - Chef'S Special,Pork Pepperoni Pizza,349.0,5.0,3,1013584,12.923844,77.604729,1.24,High,23,10,33,32,1,On Time,19,Evening,1,Weekday,1.0,Positive
Assam,Guwahati,Burger King,Christian Basti,Recommended,King Fries,139.0,4.2,146,1013585,12.855347,77.635289,4.57,Low,34,17,51,56,-5,On Time,8,Morning,0,Weekend,0.8,Positive
Haryana,Gurgaon,Mcdonald'S,Palam Vihar,The Ranveer Singh Meal,Bobaaa Blast - Reusable Bottle,158.0,4.1,2,1013586,13.086044,77.53861,3.63,High,36,22,58,55,3,On Time,14,Afternoon,1,Weekday,0.7749999999999999,Positive
Punjab,Chandigarh,The Prashadam,Manimajra,Sweets,Bikaneri Burfi,240.0,5.0,6,1013587,12.892428,77.735901,2.9,Low,23,11,34,39,-5,On Time,10,Morning,0,Weekday,1.0,Positive
Telangana,Hyderabad,Sri Tiffins,Kapra,Breakfast Bestsellers,Vada (2 Pieces)                                  ,55.0,4.5,755,1013588,12.85239,77.606091,1.45,Medium,30,11,41,40,1,On Time,18,Evening,0,Weekend,0.875,Positive
Meghalaya,Shillong,Pizza Hut,Police Bazar,Veg Pizza,Schezwan Margherita,219.0,4.8,5,1013589,12.909283,77.504755,4.18,Low,26,18,44,47,-3,On Time,10,Morning,0,Weekday,0.95,Positive
Karnataka,Bengaluru,Andhra Gunpowder,Whitefield,Southern Spiced Khichdis,Ghee Podi Khichdi,199.0,4.0,24,1013590,12.908757,77.482336,2.45,Low,23,15,38,37,1,On Time,10,Morning,0,Weekday,0.75,Positive
Telangana,Hyderabad,Kfc,Narepally,Flat 179 Special Meals/Bucket,2 pc Hot & Crispy Chicken,229.52,4.9,12,1013591,12.955501,77.612498,1.63,Low,42,10,52,53,-1,On Time,8,Morning,0,Weekday,0.9750000000000001,Positive
Maharashtra,Mumbai,Domino'S Pizza,SHREEJI PLAZA,Value Meals,Meal for 2: Pepper BBQ Chicken & Spiced Double Chicken,629.14,4.9,4,1013592,13.080097,77.562572,2.92,Medium,18,15,33,34,-1,On Time,8,Morning,0,Weekday,0.9750000000000001,Positive
Uttarakhand,Dehradun,Pandit Ji Sweets & Restaurant Dairy,Chironwali,Desserts,Kesar Rasmalai [1 Piece],79.0,3.8,263,1013593,13.069796,77.507764,3.83,Medium,27,20,47,46,1,On Time,15,Afternoon,0,Weekday,0.7,Neutral
Meghalaya,Shillong,Shaan Sweets And Snacks,Nongthymmai Nongkhyriem,Continental,Grilled Sandwich,210.0,4.5,40,1013594,12.964224,77.45921,6.82,High,20,37,57,51,6,Slightly Delayed,21,Night,1,Weekday,0.875,Positive
West Bengal,Kolkata,Leancrust Pizza- Thincrust Experts,Jessore Rd,"7"" Regular Pizzas | Non-Veg","Chicken Domination Pizza [7"" Regular]",329.0,4.9,7,1013595,12.952725,77.61998,9.17,Low,38,36,74,78,-4,On Time,8,Morning,0,Weekday,0.9750000000000001,Positive
Meghalaya,Shillong,Lamee,Police Bazar,Main Course,Veg Manchurian Gravy,395.0,4.3,115,1013596,12.988752,77.62958,5.51,Medium,14,25,39,40,-1,On Time,11,Afternoon,0,Weekday,0.825,Positive
Telangana,Hyderabad,Cafe Coffee Day,Miyapur,Toastizzas And Garlic Breads - New,Garlic Bread,189.0,3.8,674,1013597,12.910864,77.492541,2.98,Low,33,13,46,49,-3,On Time,22,Night,0,Weekend,0.7,Neutral
Odisha,Bhubaneswar,Jugaad Jn,Patia,Chai Special (Tea),Elaichi Chai,100.0,4.5,15,1013598,12.863046,77.630521,14.16,Jam,14,111,125,74,51,Heavily Delayed,19,Evening,1,Weekday,0.875,Positive
Mizoram,Aizawl,Kori'S,Bazaar,Mandu [Korean Dimsum],Mandu 1 Basket,329.0,4.4,9,1013599,13.084806,77.735592,8.21,Jam,19,66,85,56,29,Heavily Delayed,11,Afternoon,0,Weekend,0.8500000000000001,Positive
Haryana,Gurgaon,Daily Kitchen - Everyday Homely Meals,Vasant Kunj,Recommended,Masala Chicken - Everyday Thali,269.0,4.3,9,1013600,12.896675,77.743489,11.39,Jam,11,89,100,60,40,Heavily Delayed,18,Evening,0,Weekday,0.825,Positive
Chhattisgarh,Raipur,Wendy'S Burgers,Govind Nagar,Fries & Sides,Veg Pizza Puff,69.0,4.3,25,1013601,12.8996,77.716548,10.72,Medium,32,51,83,78,5,On Time,18,Evening,0,Weekday,0.825,Positive
West Bengal,Kolkata,Wow! Momo,DumDum,Dessert,Kesar Gulab Jamun [2PC],69.0,4.7,4,1013602,12.968115,77.692124,4.99,High,41,30,71,65,6,Slightly Delayed,11,Afternoon,0,Weekday,0.925,Positive
Jharkhand,Ranchi,Khana Khazana,Kokar,Egg,Egg Masala,130.0,3.7,5,1013603,12.972903,77.51281,8.84,Medium,10,40,50,49,1,On Time,18,Evening,0,Weekday,0.675,Neutral
Rajasthan,Jaipur,Burger Farm,Malviya Nagar,Exclusive Combo,Farm Aloo Tikki +Pizza Puff,145.1,4.6,1,1013604,12.854609,77.496931,9.43,High,41,52,93,82,11,Slightly Delayed,23,Night,0,Weekday,0.8999999999999999,Positive
Goa,Panaji,Kfc,Dabolim,Rolls,Korean & Thai Roll Chicken Meal,569.0,4.1,4,1013605,12.886989,77.583484,5.93,High,27,36,63,55,8,Slightly Delayed,8,Morning,0,Weekday,0.7749999999999999,Positive
Punjab,Chandigarh,Kfc,Phase 9 Mohali,Recommended,BFF Chicken Leg & Strips Bucket,599.0,4.2,1,1013606,12.944539,77.63589,10.39,Medium,25,45,70,70,0,On Time,23,Night,0,Weekend,0.8,Positive
Meghalaya,Shillong,Eden Restaurant,Police Bazar,Chinese Main Course (Non-Veg),Chicken In Choice Of Sauce,388.6,4.5,9,1013607,13.020933,77.705204,12.07,High,25,67,92,77,15,Slightly Delayed,12,Afternoon,0,Weekend,0.875,Positive
Tamil Nadu,Chennai,Oven Story Pizza,Tondiarpet,Recommended,Margherita Thin Crust Pizza(Serves 2),319.0,3.5,1,1013608,12.907105,77.519589,6.1,Medium,33,29,62,61,1,On Time,16,Evening,0,Weekday,0.625,Neutral
Tamil Nadu,Chennai,Mcdonald'S,Anna Nagar,Burger Combos ( 3 Pc Meals ),4 Pc Chicken Nuggets Happy Meal,267.99,5.0,3,1013609,12.955754,77.593894,1.21,Low,28,10,38,37,1,On Time,9,Morning,0,Weekday,1.0,Positive
West Bengal,Kolkata,Domino'S Pizza,Barasat,Recommended,Chicken Sausage Pizza,209.0,4.8,41,1013610,12.989336,77.644232,5.89,Medium,10,29,39,37,2,On Time,15,Afternoon,0,Weekday,0.95,Positive
Chhattisgarh,Raipur,"Faasos - Wraps, Rolls & Shawarma",Govind Nagar,Super Saver Wrap Duos,1 Cheesy Paneer Wrap + 1 Masala Paneer Tikka Wrap,319.0,4.3,41,1013611,13.072148,77.583678,2.64,Medium,20,15,35,35,0,On Time,8,Morning,0,Weekend,0.825,Positive
Tamil Nadu,Chennai,Mcdonald'S,Nehru Nagar,Mcsaver Combos (2 Pc Meals),2 Hot Fudge Sundae,156.0,4.9,13,1013612,12.931518,77.586258,3.18,Low,28,14,42,45,-3,On Time,23,Night,0,Weekday,0.9750000000000001,Positive
Delhi,New Delhi,Mcdonald'S,Raj Nagar,Sides,Chicken McNuggets® 6pc,161.0,4.5,165,1013613,12.88339,77.517535,6.12,Medium,14,26,40,42,-2,On Time,11,Afternoon,0,Weekday,0.875,Positive
Rajasthan,Jaipur,Dip N Bite,Jagatpura,Burger,Cheese Jalapenos Burger,133.33,4.8,1,1013614,12.972318,77.745998,3.91,High,30,24,54,50,4,On Time,14,Afternoon,1,Weekday,0.95,Positive
Meghalaya,Shillong,Shaan Sweets And Snacks,Nongthymmai Nongkhyriem,Main Course,Veg Jaipuri,300.0,4.2,7,1013615,13.03668,77.592558,14.09,Jam,29,110,139,88,51,Heavily Delayed,15,Afternoon,0,Weekday,0.8,Positive
Assam,Guwahati,Olio - The Wood Fired Pizzeria,Jalukbari,House Special Garlic Breads!,Italian Chicken Pepperoni Cheese Garlic Bread,249.0,4.2,1,1013616,12.877465,77.609823,10.14,Jam,27,82,109,71,38,Heavily Delayed,21,Night,1,Weekday,0.8,Positive
Punjab,Chandigarh,Apna Vaishno Dhaba,Sector 10 Panchkula,Main Course,Paneer Do Pyaza,289.0,4.3,68,1013617,12.956171,77.515568,8.26,High,43,42,85,80,5,On Time,14,Afternoon,1,Weekend,0.825,Positive
Jammu and Kashmir,Srinagar,Kfc,Bemina,All Day Lunch Special Meal Box (Save Rs 115),All Chicken Box,399.0,4.1,63,1013618,12.854446,77.604241,1.14,High,32,11,43,41,2,On Time,22,Night,0,Weekday,0.7749999999999999,Positive
Kerala,Kochi,Uthuppans Uppum Mulakum Restaurant,Piravom,Fried Rice,Egg Fried Rice,195.0,4.8,8,1013619,12.85839,77.526605,2.45,Medium,28,13,41,42,-1,On Time,16,Evening,0,Weekday,0.95,Positive
Gujarat,Ahmedabad,Kfc,Rangat Green Memories,Flat 179 Meals/Bucket,4 Pc Hot Wings & Regular Popcorn,294.29,4.5,37,1013620,12.970738,77.510701,12.04,Medium,19,53,72,70,2,On Time,17,Evening,0,Weekday,0.875,Positive
Punjab,Chandigarh,Oven Story Pizza,Tarf Kumbra,Recommended,2 Medium Veg Pizza,799.0,3.4,4,1013621,12.924549,77.532717,6.46,Low,43,34,77,73,4,On Time,9,Morning,0,Weekend,0.6,Neutral
Punjab,Chandigarh,Olio - The Wood Fired Pizzeria,SECTOR 24,Recommended,Veg Overload Pizza,339.0,4.4,31,1013622,13.061277,77.450828,1.64,Medium,30,11,41,41,0,On Time,15,Afternoon,0,Weekday,0.8500000000000001,Positive
West Bengal,Kolkata,Burger King,Lake Town,Recommended,Veg Makhani Burst + Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun),229.0,4.3,2,1013623,13.000539,77.621045,12.56,Jam,24,102,126,77,49,Heavily Delayed,16,Evening,0,Weekday,0.825,Positive
Tripura,Agartala,Kfc,Jay Nagar,Epic Savings Bucket For 3-4 (Up To 32% Off),Big 8 - Chicken Bucket,838.88,4.4,545,1013624,12.963483,77.566244,5.24,Jam,31,46,77,56,21,Heavily Delayed,21,Night,1,Weekday,0.8500000000000001,Positive
Delhi,New Delhi,Hira Sweets,Indirapuram,"Rice, Papad & Raita",Boondi Raita        ,150.0,4.3,25,1013625,12.951984,77.719607,6.41,High,26,37,63,55,8,Slightly Delayed,11,Afternoon,0,Weekend,0.825,Positive
Delhi,New Delhi,Mcdonald'S,Rohini,Burgers And Wraps,McVeggie ®,118.0,4.5,0,1013626,12.974311,77.462212,14.64,High,16,76,92,78,14,Slightly Delayed,12,Afternoon,0,Weekday,0.875,Positive
Assam,Guwahati,Y Not Food Express,Jalukbari,Recommended,Fresh Lime Water,80.0,4.4,8,1013627,12.86011,77.46296,1.22,Low,34,10,44,43,1,On Time,16,Evening,0,Weekend,0.8500000000000001,Positive
Karnataka,Bengaluru,"Faasos - Wraps, Rolls & Shawarma",Navaratan Gardens,Recommended,Spiced Paneer Burger Wrap,239.0,4.7,4,1013628,13.073198,77.715762,11.1,High,31,59,90,79,11,Slightly Delayed,18,Evening,0,Weekday,0.925,Positive
Uttar Pradesh,Lucknow,Olio - The Wood Fired Pizzeria,Aliganj,Half & Half Pizza,Half &Half Medium Pizza,508.0,3.7,3,1013629,13.099576,77.487993,14.28,High,19,72,91,79,12,Slightly Delayed,23,Night,0,Weekend,0.675,Neutral
Gujarat,Ahmedabad,Pizza Hut,Ambli,Veg Pizza,Margherita,169.0,4.0,298,1013630,12.895372,77.450648,1.89,Low,25,10,35,37,-2,On Time,14,Afternoon,1,Weekday,0.75,Positive
Telangana,Hyderabad,Lo! - Low Carb And Keto Foods,Chandanagar,Keto Currys & Indian Breads,Paneer Butter Masala - Keto,369.0,2.3,7,1013631,12.880096,77.503674,13.13,Jam,22,114,136,78,58,Heavily Delayed,22,Night,0,Weekday,0.32499999999999996,Negative
Punjab,Chandigarh,Burger King,Panchkula,Recommended,Crispy Veg Double Patty Burger+Fries(M),189.0,4.5,25,1013632,12.885894,77.697163,6.83,Medium,44,31,75,75,0,On Time,10,Morning,0,Weekday,0.875,Positive
Manipur,Imphal,Kfc,Chingamikha,Burgers,Chicken Burger Buddy Meal,614.88,3.8,5,1013633,13.015257,77.690814,13.29,High,39,75,114,95,19,Heavily Delayed,20,Night,1,Weekday,0.7,Neutral
Odisha,Bhubaneswar,Mahalaxmi Sweets,Telenga Bazar,Sweets,Malai Chop (1Pc),16.0,4.5,135,1013634,13.01536,77.55204,5.32,High,14,35,49,39,10,Slightly Delayed,19,Evening,1,Weekday,0.875,Positive
Jharkhand,Ranchi,The Good Bowl,Kokar,Recommended,Classic Chicken Shawarma Bowl,359.0,5.0,2,1013635,13.061981,77.650409,14.76,High,15,80,95,77,18,Heavily Delayed,10,Morning,0,Weekend,1.0,Positive
Kerala,Kochi,Gokul Oottupura,Pallimukku,Breakfast Specials,Idiappam With Kadala Curry,129.0,4.8,291,1013636,13.037957,77.602175,10.06,High,29,55,84,73,11,Slightly Delayed,22,Night,0,Weekday,0.95,Positive
Gujarat,Ahmedabad,1944 The Hocco Kitchen,Bopal,Indian Breads,Haryali Naan,169.0,4.4,2,1013637,12.962422,77.72142,9.78,Medium,15,41,56,58,-2,On Time,22,Night,0,Weekday,0.8500000000000001,Positive
Nagaland,Kohima,Royal Veg. Hotel,Kohima,Chowmein And Rice Items,Veg Chow,160.0,4.5,20,1013638,13.003214,77.466927,12.28,Medium,14,52,66,66,0,On Time,8,Morning,0,Weekend,0.875,Positive
Tamil Nadu,Chennai,Sangeetha Veg Restaurant,Poonamallee,Indian Curries Small,Malai Kofta [ Sweet Gravy ] Medium,290.0,3.2,8,1013639,13.022071,77.693954,7.11,Low,16,41,57,48,9,Slightly Delayed,17,Evening,0,Weekday,0.55,Neutral
Bihar,Patna,La Pino'Z Pizza,Patliputra Colony,Recommended,Farm Villa Pizza,286.0,4.7,42,1013640,12.978184,77.50118,4.62,Low,24,16,40,47,-7,Early,12,Afternoon,0,Weekend,0.925,Positive
Telangana,Hyderabad,Lunchbox - Meals And Thalis,Boduppal,Kulcha Lunchbox,Mushroom Masala with Kulcha Lunchbox,279.0,5.0,5,1013641,12.968913,77.567486,4.68,High,27,27,54,50,4,On Time,8,Morning,0,Weekday,1.0,Positive
Rajasthan,Jaipur,Pizza Hut,Malviya Nagar,Garlic Bread,Garlic Bread Spicy Supreme,169.0,4.4,248,1013642,13.011274,77.507587,5.63,High,36,33,69,62,7,Slightly Delayed,19,Evening,1,Weekday,0.8500000000000001,Positive
Tripura,Agartala,Domino'S Pizza,Dom_Only_Agartala,Recommended,Peppy Paneer Pizza,259.0,4.5,17,1013643,12.989369,77.660784,9.64,Medium,32,42,74,74,0,On Time,18,Evening,0,Weekday,0.875,Positive
Punjab,Chandigarh,The Prashadam,Manimajra,Rice And Biryani,Veg Biryani With Raita,350.0,3.6,48,1013644,13.010986,77.653498,12.74,Jam,38,100,138,92,46,Heavily Delayed,20,Night,1,Weekday,0.65,Neutral
Telangana,Hyderabad,The Good Bowl,Narsingi,Desserts,Death by Chocolate Cake Jar,149.0,4.1,2,1013645,13.003214,77.614369,7.99,High,33,46,79,69,10,Slightly Delayed,10,Morning,0,Weekday,0.7749999999999999,Positive
West Bengal,Kolkata,"Faasos - Wraps, Rolls & Shawarma",Lake Town,Shawarmas,Sizzled Falafel Shawarma,179.0,4.3,25,1013646,13.029799,77.659449,6.65,Low,34,24,58,64,-6,Early,9,Morning,0,Weekday,0.825,Positive
Manipur,Imphal,New Blue Moon,Dharmasala,Entre Dals,Dal Makhani,253.0,4.2,34,1013647,13.010701,77.641869,12.11,Jam,29,97,126,81,45,Heavily Delayed,17,Evening,0,Weekday,0.8,Positive
Uttarakhand,Dehradun,Kalsang Friends Corner,Hathibarkala Salwala,Noodles (Home Made),Chicken Phad Thai Noodles,419.0,5.0,8,1013648,12.979936,77.682933,5.06,Medium,30,26,56,54,2,On Time,12,Afternoon,0,Weekday,1.0,Positive
Kerala,Kochi,Bektash,Marad,Milk Shakes,Chocolate Shake,139.0,3.4,21,1013649,13.020449,77.521822,10.65,High,11,70,81,57,24,Heavily Delayed,19,Evening,1,Weekend,0.6,Neutral
Maharashtra,Mumbai,Hola Pasta - Fresh Gourmet Pasta,Nerul,Desserts & Drinks,Gooey Chocolava Cake,99.0,4.4,1,1013650,12.96237,77.578674,2.48,Medium,29,14,43,43,0,On Time,21,Night,1,Weekday,0.8500000000000001,Positive
Gujarat,Ahmedabad,Sante Spa Cuisine,Bodakdev,Extra Helpings,A Pair Of Multigrain Pao,90.0,3.4,5,1013651,12.910418,77.495488,2.59,Low,20,19,39,35,4,On Time,13,Afternoon,1,Weekend,0.6,Neutral
Tamil Nadu,Chennai,Mcdonald'S,Nazarathpettai,Mexican Range & New Offerings,Mexican Grilled Chicken & Cheese Burger + Fries (M),218.09,4.2,2,1013652,12.850355,77.578878,10.02,Jam,11,79,90,55,35,Heavily Delayed,12,Afternoon,0,Weekday,0.8,Positive
Telangana,Hyderabad,Antera Courtyard,Nanakramguda,Regional Starters (Non-Veg),Peetala Vepudu,745.0,4.9,3,1013653,12.989991,77.660508,2.16,Low,24,10,34,37,-3,On Time,20,Night,1,Weekday,0.9750000000000001,Positive
Madhya Pradesh,Indore,The Good Bowl,SAKET SQUARE,Classic Bowls,Corn Masala Rice Bowl,239.0,4.3,47,1013654,12.997664,77.657417,3.17,Medium,35,18,53,52,1,On Time,19,Evening,1,Weekday,0.825,Positive
Meghalaya,Shillong,Bread Cafe,Police Bazar,Mumbai Toastie,Veg Grilled Sandwich,169.0,5.0,3,1013655,13.093012,77.662828,9.74,High,12,51,63,54,9,Slightly Delayed,22,Night,0,Weekday,1.0,Positive
Maharashtra,Mumbai,Mcdonald'S,Thane West,Cakes Brownies And Cookies,Choco Crunch Cookie,95.0,3.4,8,1013656,12.94037,77.54263,7.13,Medium,27,40,67,59,8,Slightly Delayed,17,Evening,0,Weekday,0.6,Neutral
Nagaland,Kohima,Ooopar Resto,Jail Road,Pizza,Veggie Overload,430.0,4.8,4,1013657,12.948533,77.648664,8.86,High,29,50,79,68,11,Slightly Delayed,10,Morning,0,Weekend,0.95,Positive
Haryana,Gurgaon,La Pino'Z Pizza,Chhatarpur,Recommended,Margherita Pizza,162.0,4.3,632,1013658,12.90045,77.56024,14.68,Jam,33,116,149,95,54,Heavily Delayed,15,Afternoon,0,Weekday,0.825,Positive
Jammu and Kashmir,Srinagar,Lhasa Restaurant,Boulevard,Desserts,Fruit Salad Plain,160.0,4.2,8,1013659,12.867634,77.733348,9.85,High,25,55,80,68,12,Slightly Delayed,15,Afternoon,0,Weekday,0.8,Positive
Kerala,Kochi,Gokul Oottupura,EDAPPALLY.P.O,Dosa Specials,Onion Rava Dosa,159.0,4.6,147,1013660,13.043201,77.55301,9.27,High,32,52,84,73,11,Slightly Delayed,17,Evening,0,Weekday,0.8999999999999999,Positive
Maharashtra,Mumbai,Mcdonald'S,Ulwe,Mcsaver Combos (2 Pc Meals),Chicken Surprise Burger + Chocolate Shake,215.23,5.0,3,1013661,12.91242,77.630905,6.32,Medium,19,27,46,48,-2,On Time,10,Morning,0,Weekday,1.0,Positive
Delhi,New Delhi,Hira Sweets,Indirapuram,Desi Ghee Sweets 1Kg,Malai Chap (1Kg),560.0,4.4,2,1013662,13.002226,77.675044,9.83,Medium,31,46,77,74,3,On Time,10,Morning,0,Weekend,0.8500000000000001,Positive
Kerala,Kochi,Burger King,MG Road,Recommended,4 Crispy Veg + 2 Medium Fries,400.0,4.6,18,1013663,13.021943,77.721922,1.18,Low,29,10,39,38,1,On Time,20,Night,1,Weekend,0.8999999999999999,Positive
Gujarat,Ahmedabad,Burger King,Prahlad Nagar,Recommended,Original Whopper Chicken(XL size Bun),209.0,4.2,19,1013664,12.967809,77.581379,8.8,High,19,49,68,58,10,Slightly Delayed,12,Afternoon,0,Weekend,0.8,Positive
Madhya Pradesh,Indore,Nic Ice Creams,DHENU MARKET,100 Ml Ice Creams,Paan Ice Cream 100ml,80.51,4.5,194,1013665,13.069088,77.558146,1.96,Low,35,11,46,47,-1,On Time,20,Night,1,Weekend,0.875,Positive
Telangana,Hyderabad,Bikanervala,aramghar,Cake @Pastry,Black Forest Pastry,115.0,4.5,5,1013666,12.960949,77.579008,4.08,High,31,28,59,51,8,Slightly Delayed,10,Morning,0,Weekday,0.875,Positive
Tamil Nadu,Chennai,Mcdonald'S,Nehru Nagar,Burgers & Wraps,Big Spicy Chicken Wrap,243.0,4.5,671,1013667,12.921227,77.547109,8.88,Low,21,31,52,60,-8,Early,16,Evening,0,Weekend,0.875,Positive
Gujarat,Ahmedabad,Sasuma,Vastrapur,Stuff Paratha,Alu Cobij Paratha,140.0,4.7,6,1013668,13.074004,77.646177,10.35,Medium,16,47,63,61,2,On Time,23,Night,0,Weekday,0.925,Positive
Maharashtra,Mumbai,Burger King,Cbd Belapur,Exclusive Deals (Save Upto 40%),BK Veggie Burger + Crispy Veg Burger.,209.0,4.7,128,1013669,13.065391,77.729815,6.39,Medium,42,30,72,71,1,On Time,10,Morning,0,Weekday,0.925,Positive
