order_id,customer_id,restaurant_id,cost,rating,food_preparation_time,delivery_time,total_time,delivery_delay,distance_km,order_hour,time_of_day,peak_hour_flag,traffic_level,delay_category,day_of_the_week,sentiment,sentiment_score,latitude,longitude
1018817,791,3627,385.0,1.6,30,84,114,33,11.85,16,Evening,0,High,Heavily Delayed,Weekday,Negative,0.15,12.881494,77.707456
1018818,596,2624,259.0,4.7,32,65,97,14,11.81,23,Night,0,High,Slightly Delayed,Weekday,Positive,0.925,12.906033,77.532813
1018819,673,4968,289.0,4.7,22,86,108,39,10.94,16,Evening,0,Jam,Heavily Delayed,Weekday,Positive,0.925,12.876536,77.641117
1018820,553,3056,299.0,3.6,37,56,93,-2,13.65,20,Night,1,Medium,On Time,Weekend,Neutral,0.65,13.088476,77.664252
1018821,401,4349,115.0,4.6,36,16,52,0,2.97,10,Morning,0,Low,On Time,Weekend,Positive,0.8999999999999999,12.919641,77.565022
1018822,494,3460,109.0,4.1,41,17,58,-6,4.63,15,Afternoon,0,Low,Early,Weekday,Positive,0.7749999999999999,12.960974,77.693673
1018823,48,4829,85.0,4.3,29,19,48,-3,4.53,8,Morning,0,Low,On Time,Weekend,Positive,0.825,13.074653,77.450753
1018824,573,3804,296.0,4.4,22,69,91,18,11.95,13,Afternoon,1,High,Heavily Delayed,Weekday,Positive,0.8500000000000001,13.01933,77.628476
1018825,186,3255,243.81,4.6,11,37,48,0,8.3,16,Evening,0,Medium,On Time,Weekend,Positive,0.8999999999999999,13.004509,77.634071
1018826,964,1271,101.69,4.6,28,25,53,3,4.54,11,Afternoon,0,Medium,On Time,Weekday,Positive,0.8999999999999999,13.026391,77.610153
1018827,151,75,294.0,4.1,24,17,41,1,2.91,15,Afternoon,0,Medium,On Time,Weekday,Positive,0.7749999999999999,13.057206,77.639015
1018828,98,3804,344.0,4.3,36,75,111,18,13.5,19,Evening,1,High,Heavily Delayed,Weekday,Positive,0.825,13.069417,77.500168
1018829,254,4467,428.0,5.0,21,84,105,38,10.69,19,Evening,1,Jam,Heavily Delayed,Weekend,Positive,1.0,13.01066,77.655434
1018830,133,4830,200.0,4.2,19,46,65,9,8.4,23,Night,0,High,Slightly Delayed,Weekend,Positive,0.8,13.072502,77.550737
1018831,405,4116,310.0,4.8,37,78,115,17,14.52,22,Night,0,High,Heavily Delayed,Weekend,Positive,0.95,12.983849,77.585616
1018832,582,3056,227.57,3.8,13,54,67,-1,12.89,18,Evening,0,Medium,On Time,Weekday,Neutral,0.7,12.919323,77.549933
1018833,22,4757,129.0,5.0,13,16,29,-2,3.49,8,Morning,0,Low,On Time,Weekday,Positive,1.0,13.070019,77.592181
1018834,258,4943,280.0,4.8,37,47,84,11,8.11,9,Morning,0,High,Slightly Delayed,Weekday,Positive,0.95,12.985368,77.636471
1018835,93,4238,25.0,4.9,38,32,70,-3,7.81,15,Afternoon,0,Medium,On Time,Weekday,Positive,0.975,13.076534,77.701503
1018836,86,4860,380.0,4.6,21,101,122,47,12.82,16,Evening,0,Jam,Heavily Delayed,Weekday,Positive,0.8999999999999999,12.860042,77.595031
1018837,504,3804,324.76,4.2,31,17,48,0,3.09,12,Afternoon,0,Medium,On Time,Weekend,Positive,0.8,12.949379,77.546967
1018838,774,3056,219.0,4.9,13,33,46,0,7.33,13,Afternoon,1,Medium,On Time,Weekend,Positive,0.975,13.086951,77.596383
1018839,321,2807,269.0,4.0,34,53,87,10,9.91,10,Morning,0,High,Slightly Delayed,Weekday,Positive,0.75,12.912413,77.656641
1018840,517,4844,110.0,4.7,17,78,95,18,14.23,20,Night,1,High,Heavily Delayed,Weekday,Positive,0.925,13.085384,77.55401
1018841,863,4897,130.0,3.4,38,85,123,27,13.59,15,Afternoon,0,High,Heavily Delayed,Weekend,Neutral,0.6,13.088476,77.574285
1018842,740,4943,200.0,3.9,16,32,48,-6,8.47,11,Afternoon,0,Low,Early,Weekday,Neutral,0.725,13.070536,77.618852
1018843,243,2624,259.0,4.1,17,41,58,-1,9.49,13,Afternoon,1,Medium,On Time,Weekend,Positive,0.7749999999999999,12.990917,77.538203
1018844,252,4832,95.0,3.0,27,61,88,6,12.93,14,Afternoon,1,Medium,Slightly Delayed,Weekday,Neutral,0.5,13.011735,77.512725
1018845,471,3056,278.0,4.7,35,64,99,15,11.42,17,Evening,0,High,Slightly Delayed,Weekend,Positive,0.925,13.067404,77.492118
1018846,205,4709,250.0,4.6,18,104,122,48,13.31,18,Evening,0,Jam,Heavily Delayed,Weekday,Positive,0.8999999999999999,13.043974,77.555783
1018847,980,4936,737.0,5.0,40,71,111,14,13.54,13,Afternoon,1,High,Slightly Delayed,Weekday,Positive,1.0,13.007523,77.464503
1018848,560,1713,90.0,4.2,15,65,80,11,12.66,18,Evening,0,High,Slightly Delayed,Weekend,Positive,0.8,13.095565,77.625045
1018849,845,4757,119.0,4.6,24,10,34,1,1.13,13,Afternoon,1,Low,On Time,Weekend,Positive,0.8999999999999999,13.021419,77.502773
1018850,466,3056,95.0,4.6,27,28,55,3,5.35,13,Afternoon,1,High,On Time,Weekday,Positive,0.8999999999999999,13.09387,77.563218
1018851,154,3220,299.0,4.9,19,39,58,9,6.65,9,Morning,0,High,Slightly Delayed,Weekday,Positive,0.975,12.864347,77.530767
1018852,66,3255,328.57,4.1,17,81,98,36,10.49,21,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.7749999999999999,12.88474,77.639117
1018853,728,2828,560.0,4.9,34,24,58,-1,5.3,20,Night,1,Medium,On Time,Weekday,Positive,0.975,12.962865,77.705104
1018854,85,3647,272.0,4.1,43,25,68,-1,5.53,22,Night,0,Low,On Time,Weekday,Positive,0.7749999999999999,12.94622,77.63999
1018855,518,4757,759.0,4.5,15,29,44,-1,6.6,16,Evening,0,Medium,On Time,Weekday,Positive,0.875,13.045684,77.612751
1018856,746,4521,389.0,4.6,32,80,112,19,14.37,20,Night,1,High,Heavily Delayed,Weekend,Positive,0.8999999999999999,12.890154,77.650725
1018857,903,3056,119.0,4.3,29,58,87,26,7.12,22,Night,0,Jam,Heavily Delayed,Weekday,Positive,0.825,13.094024,77.458997
1018858,128,1659,59.0,4.5,32,11,43,-5,2.97,14,Afternoon,1,Low,On Time,Weekday,Positive,0.875,12.928766,77.486853
1018859,791,4706,335.0,2.9,32,29,61,20,1.09,9,Morning,0,High,Heavily Delayed,Weekend,Negative,0.475,12.957231,77.478478
1018860,986,4833,75.0,4.5,31,17,48,-4,4.31,8,Morning,0,Medium,On Time,Weekday,Positive,0.875,12.918686,77.479459
1018861,909,2624,99.0,3.9,32,60,92,0,14.14,18,Evening,0,Medium,On Time,Weekday,Neutral,0.725,12.994841,77.528145
1018862,736,3804,269.0,4.3,18,76,94,15,14.37,13,Afternoon,1,High,Slightly Delayed,Weekend,Positive,0.825,12.864657,77.609616
1018863,309,1713,105.0,4.7,38,47,85,10,8.41,22,Night,0,High,Slightly Delayed,Weekday,Positive,0.925,12.887419,77.484404
1018864,4,4667,180.0,4.3,30,54,84,10,10.05,9,Morning,0,High,Slightly Delayed,Weekday,Positive,0.825,13.036449,77.730535
1018865,513,4757,109.0,4.3,39,69,108,17,12.14,12,Afternoon,0,High,Heavily Delayed,Weekday,Positive,0.825,12.896625,77.706277
1018866,498,4725,339.0,3.5,12,10,22,-1,1.78,17,Evening,0,Low,On Time,Weekday,Neutral,0.625,12.908879,77.741493
1018867,126,4322,610.0,4.8,42,36,78,7,6.24,18,Evening,0,High,Slightly Delayed,Weekday,Positive,0.95,13.048246,77.46275
1018868,784,4953,105.0,2.7,25,70,95,27,9.99,13,Afternoon,1,High,Heavily Delayed,Weekend,Negative,0.425,12.873325,77.705421
1018869,169,3804,21.9,4.1,37,74,111,17,13.58,15,Afternoon,0,High,Heavily Delayed,Weekday,Positive,0.7749999999999999,12.959368,77.69112
1018870,744,3804,229.0,4.1,29,88,117,40,11.18,11,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.7749999999999999,12.855766,77.720632
1018871,21,4050,155.0,5.0,19,30,49,2,5.9,21,Night,1,High,On Time,Weekday,Positive,1.0,12.936702,77.608383
1018872,622,2624,319.0,4.1,37,106,143,48,13.74,23,Night,0,Jam,Heavily Delayed,Weekend,Positive,0.7749999999999999,13.024745,77.686367
1018873,387,3804,184.76,4.7,17,57,74,12,10.3,10,Morning,0,High,Slightly Delayed,Weekend,Positive,0.925,12.872526,77.465386
1018874,936,3255,569.0,3.5,33,52,85,-2,12.62,23,Night,0,Medium,On Time,Weekday,Neutral,0.625,13.072084,77.472763
1018875,304,3804,365.0,3.8,10,38,48,9,6.4,18,Evening,0,High,Slightly Delayed,Weekday,Neutral,0.7,13.077375,77.48556
1018876,649,4844,357.0,5.0,26,10,36,1,1.03,11,Afternoon,0,High,On Time,Weekday,Positive,1.0,12.876248,77.724437
1018877,678,75,169.0,3.7,29,13,42,-4,3.33,17,Evening,0,Medium,On Time,Weekend,Neutral,0.675,13.097683,77.468351
1018878,685,4464,395.0,4.2,22,74,96,15,13.98,14,Afternoon,1,High,Slightly Delayed,Weekend,Positive,0.8,12.924382,77.480045
1018879,484,1235,165.0,5.0,22,15,37,5,1.46,11,Afternoon,0,High,On Time,Weekday,Positive,1.0,12.871025,77.729123
1018880,204,3804,178.0,4.3,40,42,82,1,9.34,15,Afternoon,0,Medium,On Time,Weekend,Positive,0.825,12.851267,77.482218
1018881,4,1235,199.0,3.7,31,40,71,9,6.73,10,Morning,0,High,Slightly Delayed,Weekend,Neutral,0.675,12.952131,77.710927
1018882,926,4834,260.0,3.9,24,42,66,10,7.01,14,Afternoon,1,High,Slightly Delayed,Weekday,Neutral,0.725,13.007452,77.686781
1018883,404,1745,189.0,3.4,24,38,62,8,6.61,13,Afternoon,1,Medium,Slightly Delayed,Weekday,Neutral,0.6,12.933045,77.462085
1018884,881,1882,50.0,4.6,43,10,53,-2,1.94,21,Night,1,Low,On Time,Weekday,Positive,0.8999999999999999,13.059179,77.456554
1018885,319,3565,140.0,2.2,41,24,65,9,2.71,8,Morning,0,Medium,Slightly Delayed,Weekday,Negative,0.3,13.029152,77.610317
1018886,662,4804,45.0,4.5,22,16,38,4,1.88,16,Evening,0,High,On Time,Weekend,Positive,0.875,12.93754,77.749153
1018887,709,4835,140.0,2.1,29,22,51,11,1.75,12,Afternoon,0,Low,Slightly Delayed,Weekend,Negative,0.275,13.033577,77.713649
1018888,456,2624,28.57,3.7,34,12,46,-1,2.2,12,Afternoon,0,Medium,On Time,Weekend,Neutral,0.675,13.085122,77.543008
1018889,263,4836,320.0,4.1,31,61,92,15,10.75,10,Morning,0,High,Slightly Delayed,Weekday,Positive,0.7749999999999999,12.873274,77.565893
1018890,292,3777,370.0,4.0,12,12,24,-3,2.6,15,Afternoon,0,Low,On Time,Weekend,Positive,0.75,12.926526,77.566372
1018891,232,3804,114.29,4.2,38,30,68,7,4.66,13,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.8,12.965831,77.670254
1018892,777,3969,80.0,4.6,13,56,69,12,10.2,17,Evening,0,High,Slightly Delayed,Weekday,Positive,0.8999999999999999,12.974498,77.55234
1018893,984,2624,189.0,4.2,27,18,45,3,2.57,11,Afternoon,0,High,On Time,Weekday,Positive,0.8,12.985549,77.494339
1018894,795,4382,179.0,4.2,30,76,106,18,13.74,17,Evening,0,High,Heavily Delayed,Weekend,Positive,0.8,12.925157,77.674132
1018895,491,3351,308.0,2.8,40,80,120,46,7.68,9,Morning,0,Jam,Heavily Delayed,Weekday,Negative,0.4499999999999999,13.016815,77.587405
1018896,358,3255,319.0,5.0,43,78,121,17,14.48,11,Afternoon,0,High,Heavily Delayed,Weekday,Positive,1.0,13.011271,77.473034
1018897,929,4460,240.0,4.6,26,18,44,-1,3.7,8,Morning,0,Low,On Time,Weekday,Positive,0.8999999999999999,12.994455,77.687016
1018898,345,4713,219.0,3.0,35,26,61,16,1.43,8,Morning,0,Low,Heavily Delayed,Weekday,Neutral,0.5,12.87844,77.625593
1018899,313,4344,55.0,3.5,34,30,64,-11,9.26,21,Night,1,Low,Early,Weekday,Neutral,0.625,12.969242,77.596811
1018900,748,3255,529.0,4.4,13,29,42,3,5.6,19,Evening,1,Medium,On Time,Weekend,Positive,0.8500000000000001,12.939057,77.652003
1018901,743,4579,350.0,4.5,37,43,80,3,9.01,15,Afternoon,0,Medium,On Time,Weekend,Positive,0.875,12.97276,77.60161
1018902,514,1271,360.17,4.4,11,28,39,-6,7.63,11,Afternoon,0,Low,Early,Weekday,Positive,0.8500000000000001,13.080467,77.644526
1018903,732,2624,189.0,2.4,12,58,70,25,7.4,21,Night,1,High,Heavily Delayed,Weekday,Negative,0.35,12.970133,77.710247
1018904,664,4713,349.0,3.5,38,105,143,50,12.92,22,Night,0,Jam,Heavily Delayed,Weekend,Neutral,0.625,12.853495,77.634054
1018905,539,4591,160.0,3.1,37,30,67,11,3.69,16,Evening,0,Medium,Slightly Delayed,Weekday,Neutral,0.525,12.959709,77.64788
1018906,202,4578,109.0,4.5,36,34,70,-2,7.99,23,Night,0,Medium,On Time,Weekday,Positive,0.875,13.055162,77.634157
1018907,240,2828,320.0,4.4,16,31,47,0,6.82,22,Night,0,Medium,On Time,Weekend,Positive,0.8500000000000001,13.045015,77.609354
1018908,923,3804,102.0,4.1,30,58,88,13,10.43,13,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.7749999999999999,12.978348,77.501592
1018909,982,4973,529.0,5.0,23,13,36,2,1.7,17,Evening,0,Low,On Time,Weekday,Positive,1.0,12.912442,77.550703
1018910,973,4838,60.0,4.4,32,49,81,12,8.41,11,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.8500000000000001,12.966272,77.657933
1018911,532,4757,28.57,4.5,44,27,71,-8,7.7,16,Evening,0,Low,Early,Weekday,Positive,0.875,12.990926,77.577643
1018912,489,4626,339.57,4.8,39,79,118,17,14.63,19,Evening,1,High,Heavily Delayed,Weekend,Positive,0.95,13.099968,77.571839
1018913,507,3647,182.0,4.3,38,63,101,13,11.58,22,Night,0,High,Slightly Delayed,Weekday,Positive,0.825,13.011045,77.677781
1018914,736,3255,449.0,4.1,18,19,37,2,3.17,22,Night,0,High,On Time,Weekday,Positive,0.7749999999999999,13.023566,77.451671
1018915,821,2624,219.0,4.3,32,67,99,31,8.13,17,Evening,0,Jam,Heavily Delayed,Weekday,Positive,0.825,12.972864,77.653698
1018916,898,2807,319.0,4.3,14,95,109,44,11.97,8,Morning,0,Jam,Heavily Delayed,Weekday,Positive,0.825,12.938622,77.596768
1018917,297,4987,125.0,4.7,23,48,71,11,8.34,11,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.925,13.053238,77.563029
1018918,609,4844,120.0,4.8,24,28,52,0,5.99,19,Evening,1,Medium,On Time,Weekend,Positive,0.95,12.973733,77.552161
1018919,374,3627,98.0,4.4,24,27,51,-2,6.27,14,Afternoon,1,Medium,On Time,Weekday,Positive,0.8500000000000001,13.098673,77.501863
1018920,419,3056,159.0,3.8,44,35,79,7,6.14,10,Morning,0,High,Slightly Delayed,Weekday,Neutral,0.7,12.96428,77.550276
1018921,205,3255,228.57,4.7,20,10,30,1,1.28,18,Evening,0,Low,On Time,Weekend,Positive,0.925,12.867,77.567426
1018922,315,4757,199.0,3.6,38,50,88,2,11.23,17,Evening,0,Medium,On Time,Weekday,Neutral,0.65,13.020645,77.581235
1018923,218,4983,145.0,3.9,17,54,71,12,9.55,13,Afternoon,1,High,Slightly Delayed,Weekday,Neutral,0.725,12.86166,77.65169
1018924,275,789,379.0,4.4,30,16,46,-7,4.76,17,Evening,0,Low,Early,Weekday,Positive,0.8500000000000001,12.912625,77.586071
1018925,66,2624,159.0,4.4,24,51,75,8,9.82,11,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.8500000000000001,12.938435,77.688885
1018926,680,4839,680.0,4.7,21,32,53,7,5.32,16,Evening,0,High,Slightly Delayed,Weekday,Positive,0.925,13.034871,77.641921
1018927,410,2807,325.0,4.8,42,23,65,1,4.41,17,Evening,0,Medium,On Time,Weekday,Positive,0.95,12.973559,77.506879
1018928,230,2807,269.0,4.7,17,91,108,42,11.38,11,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.925,12.857161,77.533152
1018929,929,4757,241.05,4.5,33,71,104,18,12.33,11,Afternoon,0,High,Heavily Delayed,Weekend,Positive,0.875,13.004212,77.473775
1018930,732,4757,199.0,4.7,41,80,121,37,9.76,21,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.925,12.952859,77.733717
1018931,731,4958,50.0,4.5,16,67,83,16,11.98,22,Night,0,High,Heavily Delayed,Weekday,Positive,0.875,13.080459,77.715965
1018932,332,4840,125.0,4.6,34,35,69,7,6.12,17,Evening,0,High,Slightly Delayed,Weekday,Positive,0.8999999999999999,12.974891,77.475439
1018933,251,4983,85.71,4.3,26,18,44,6,2.01,16,Evening,0,High,Slightly Delayed,Weekday,Positive,0.825,13.027244,77.622223
1018934,372,3804,244.0,4.3,40,31,71,-10,9.47,9,Morning,0,Low,Early,Weekday,Positive,0.825,12.904717,77.738121
1018935,184,3351,115.0,4.5,19,25,44,3,4.58,9,Morning,0,Medium,On Time,Weekend,Positive,0.875,13.040243,77.674143
1018936,629,4844,157.0,4.6,17,97,114,46,11.88,21,Night,1,Jam,Heavily Delayed,Weekend,Positive,0.8999999999999999,13.030239,77.597544
1018937,965,4092,145.0,4.3,10,52,62,24,6.01,11,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.825,13.07602,77.522331
1018938,325,3351,207.0,3.6,18,57,75,12,10.39,9,Morning,0,High,Slightly Delayed,Weekend,Neutral,0.65,12.858455,77.533711
1018939,858,3255,279.0,3.8,35,46,81,7,8.74,22,Night,0,High,Slightly Delayed,Weekday,Neutral,0.7,12.961875,77.670871
1018940,379,4842,240.0,3.8,19,96,115,43,12.44,20,Night,1,Jam,Heavily Delayed,Weekday,Neutral,0.7,13.019789,77.684173
1018941,331,3522,299.0,4.4,35,54,89,0,12.65,9,Morning,0,Medium,On Time,Weekday,Positive,0.8500000000000001,12.873791,77.608608
1018942,556,3255,399.0,4.1,27,14,41,2,1.96,13,Afternoon,1,High,On Time,Weekday,Positive,0.7749999999999999,12.952651,77.486285
1018943,807,4882,58.0,4.6,12,25,37,0,5.13,11,Afternoon,0,Medium,On Time,Weekday,Positive,0.8999999999999999,13.085537,77.730161
1018944,149,3255,399.05,4.1,37,68,105,12,13.19,17,Evening,0,High,Slightly Delayed,Weekday,Positive,0.7749999999999999,12.958984,77.703429
1018945,971,4990,294.0,4.0,26,26,52,-4,6.66,23,Night,0,Low,On Time,Weekday,Positive,0.75,13.096351,77.492162
1018946,958,4512,669.0,4.4,24,35,59,-2,8.21,10,Morning,0,Medium,On Time,Weekday,Positive,0.8500000000000001,12.86421,77.467018
1018947,747,4909,110.0,4.8,44,15,59,-3,3.57,11,Afternoon,0,Low,On Time,Weekday,Positive,0.95,13.029457,77.61076
1018948,780,3351,275.0,3.7,34,38,72,-1,8.74,14,Afternoon,1,Medium,On Time,Weekend,Neutral,0.675,12.995254,77.535243
1018949,18,4880,63.56,4.9,22,30,52,7,4.7,14,Afternoon,1,High,Slightly Delayed,Weekend,Positive,0.975,12.975135,77.534975
1018950,758,1924,299.0,5.0,11,98,109,44,12.61,10,Morning,0,Jam,Heavily Delayed,Weekday,Positive,1.0,13.092712,77.476166
1018951,437,789,20.0,3.8,44,20,64,1,3.8,18,Evening,0,High,On Time,Weekday,Neutral,0.7,12.882413,77.736016
1018952,638,2807,269.0,3.6,31,29,60,1,6.04,16,Evening,0,Medium,On Time,Weekday,Neutral,0.65,13.074,77.69905
1018953,101,4757,169.0,4.4,27,10,37,-4,2.33,17,Evening,0,Low,On Time,Weekday,Positive,0.8500000000000001,13.02281,77.48415
1018954,604,4713,249.0,4.3,30,51,81,11,9.23,9,Morning,0,High,Slightly Delayed,Weekend,Positive,0.825,12.914749,77.71298
1018955,439,3856,109.0,3.4,20,84,104,24,14.19,9,Morning,0,High,Heavily Delayed,Weekend,Neutral,0.6,13.075417,77.654887
1018956,879,4911,129.0,4.8,13,16,29,-2,3.42,10,Morning,0,Low,On Time,Weekend,Positive,0.95,12.957324,77.547632
1018957,669,4843,310.0,3.2,34,27,61,18,1.28,20,Night,1,Medium,Heavily Delayed,Weekday,Neutral,0.55,13.053557,77.711375
1018958,128,4579,250.0,3.6,43,40,83,9,6.91,13,Afternoon,1,High,Slightly Delayed,Weekday,Neutral,0.65,12.947209,77.629407
1018959,496,3804,244.76,4.5,14,61,75,12,11.48,21,Night,1,High,Slightly Delayed,Weekday,Positive,0.875,13.062733,77.704601
1018960,103,4974,180.0,3.3,42,98,140,36,14.65,20,Night,1,High,Heavily Delayed,Weekday,Neutral,0.575,13.009157,77.59078
1018961,933,3804,121.0,4.6,16,11,27,0,1.72,13,Afternoon,1,Low,On Time,Weekend,Positive,0.8999999999999999,12.885262,77.600195
1018962,123,3619,300.0,3.6,37,66,103,15,12.0,14,Afternoon,1,High,Slightly Delayed,Weekend,Neutral,0.65,13.012416,77.537303
1018963,101,2653,219.04,2.6,29,67,96,38,6.16,20,Night,1,Jam,Heavily Delayed,Weekday,Negative,0.4,12.897836,77.566308
1018964,18,4266,210.0,4.4,19,20,39,3,3.15,14,Afternoon,1,High,On Time,Weekend,Positive,0.8500000000000001,12.952981,77.620326
1018965,414,2807,269.0,4.8,39,17,56,-2,3.69,8,Morning,0,Low,On Time,Weekday,Positive,0.95,12.892574,77.734118
1018966,327,4675,210.0,4.1,12,74,86,15,13.93,23,Night,0,High,Slightly Delayed,Weekday,Positive,0.7749999999999999,12.855504,77.630035
1018967,588,789,118.75,4.9,37,65,102,12,12.33,14,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.975,12.902972,77.494213
1018968,676,4449,400.0,4.5,40,34,74,9,5.36,8,Morning,0,High,Slightly Delayed,Weekend,Positive,0.875,12.984093,77.452099
1018969,399,4578,139.0,3.6,40,74,114,14,14.16,10,Morning,0,High,Slightly Delayed,Weekday,Neutral,0.65,12.97039,77.705296
1018970,803,2889,672.0,4.1,11,10,21,-4,2.47,11,Afternoon,0,Low,On Time,Weekday,Positive,0.7749999999999999,12.975374,77.559298
1018971,54,1659,199.0,4.5,40,34,74,8,5.52,23,Night,0,High,Slightly Delayed,Weekday,Positive,0.875,12.911922,77.54449
1018972,826,4844,152.54,4.7,27,57,84,13,10.14,13,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.925,13.02129,77.690219
1018973,183,4725,239.0,3.9,19,81,100,18,14.99,18,Evening,0,High,Heavily Delayed,Weekday,Neutral,0.725,13.026066,77.733609
1018974,920,3928,230.0,4.5,41,30,71,-4,7.52,11,Afternoon,0,Low,On Time,Weekday,Positive,0.875,12.939492,77.674414
1018975,133,4350,280.0,4.7,17,99,116,46,12.35,20,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.925,13.070293,77.502154
1018976,204,2278,389.0,4.3,30,75,105,17,13.82,19,Evening,1,High,Heavily Delayed,Weekday,Positive,0.825,13.011006,77.567413
1018977,697,1235,259.0,4.8,30,10,40,1,1.13,22,Night,0,Low,On Time,Weekday,Positive,0.95,13.02826,77.67782
1018978,274,4418,179.0,4.3,30,31,61,7,5.05,11,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.825,12.919335,77.722078
1018979,126,4845,30.0,4.8,40,12,52,-2,2.41,13,Afternoon,1,Low,On Time,Weekend,Positive,0.95,12.850153,77.74958
1018980,609,2278,389.0,5.0,36,67,103,16,11.86,11,Afternoon,0,High,Heavily Delayed,Weekend,Positive,1.0,13.066344,77.603468
1018981,591,3255,234.13,4.4,38,39,77,0,8.94,13,Afternoon,1,Medium,On Time,Weekday,Positive,0.8500000000000001,13.055606,77.696757
1018982,124,4842,125.0,3.8,23,14,37,0,2.34,17,Evening,0,Low,On Time,Weekday,Neutral,0.7,12.880798,77.463989
1018983,401,3056,199.0,3.5,18,37,55,6,6.89,10,Morning,0,High,Slightly Delayed,Weekday,Neutral,0.625,12.943526,77.535747
1018984,813,4504,329.0,4.8,20,37,57,1,8.2,15,Afternoon,0,Medium,On Time,Weekday,Positive,0.95,13.015335,77.561454
1018985,435,4757,409.0,4.8,16,84,100,37,10.77,13,Afternoon,1,Jam,Heavily Delayed,Weekday,Positive,0.95,13.013028,77.742657
1018986,872,4713,449.0,3.1,14,74,88,23,11.91,16,Evening,0,High,Heavily Delayed,Weekday,Neutral,0.525,13.065088,77.451018
1018987,853,4450,297.0,4.4,17,11,28,-2,2.23,9,Morning,0,Low,On Time,Weekend,Positive,0.8500000000000001,12.885067,77.542406
1018988,650,2624,119.0,4.2,12,42,54,7,7.83,12,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.8,12.957485,77.729124
1018989,201,3340,170.0,4.3,42,13,55,-4,3.26,22,Night,0,Low,On Time,Weekday,Positive,0.825,12.874306,77.542003
1018990,533,4713,289.0,4.5,28,90,118,40,11.55,17,Evening,0,Jam,Heavily Delayed,Weekend,Positive,0.875,12.947399,77.51752
1018991,69,4846,69.0,4.8,41,60,101,16,10.21,22,Night,0,High,Heavily Delayed,Weekday,Positive,0.95,12.853777,77.669027
1018992,788,3998,359.0,4.5,18,87,105,39,11.12,18,Evening,0,Jam,Heavily Delayed,Weekday,Positive,0.875,13.074568,77.673602
1018993,832,4702,430.0,4.5,20,10,30,-2,2.05,16,Evening,0,Low,On Time,Weekday,Positive,0.875,12.981761,77.591653
1018994,671,4709,250.0,4.4,44,35,79,-1,8.14,21,Night,1,Medium,On Time,Weekday,Positive,0.8500000000000001,13.062451,77.734075
1018995,403,4512,379.0,4.2,21,51,72,-3,12.77,13,Afternoon,1,Medium,On Time,Weekday,Positive,0.8,12.864976,77.510812
1018996,912,3856,284.0,4.4,21,45,66,-2,10.99,13,Afternoon,1,Medium,On Time,Weekday,Positive,0.8500000000000001,12.906865,77.724025
1018997,707,2624,379.0,2.8,43,106,149,51,13.06,19,Evening,1,Jam,Heavily Delayed,Weekday,Negative,0.4499999999999999,12.914845,77.676652
1018998,591,2807,409.0,3.4,43,27,70,7,3.89,22,Night,0,Medium,Slightly Delayed,Weekend,Neutral,0.6,12.946673,77.560463
1018999,351,3255,230.0,4.0,39,25,64,1,5.02,21,Night,1,Medium,On Time,Weekend,Positive,0.75,13.050717,77.692073
1019000,827,4847,299.0,4.1,12,32,44,-1,7.18,14,Afternoon,1,Medium,On Time,Weekend,Positive,0.7749999999999999,12.946639,77.489961
1019001,116,4848,130.0,4.1,43,36,79,-1,8.33,22,Night,0,Medium,On Time,Weekend,Positive,0.7749999999999999,12.901163,77.489295
1019002,284,4757,137.57,3.8,41,23,64,1,4.53,20,Night,1,Low,On Time,Weekend,Neutral,0.7,12.866248,77.728981
1019003,624,3255,259.0,4.6,24,28,52,-1,6.34,14,Afternoon,1,Medium,On Time,Weekday,Positive,0.8999999999999999,12.869873,77.478434
1019004,668,4437,218.09,3.3,17,51,68,5,10.62,12,Afternoon,0,Medium,On Time,Weekday,Neutral,0.575,13.040012,77.451224
1019005,314,4866,297.0,4.9,18,56,74,12,10.04,15,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.975,12.961201,77.566709
1019006,959,4946,62.0,3.9,35,15,50,1,2.55,13,Afternoon,1,Medium,On Time,Weekend,Neutral,0.725,13.031545,77.481155
1019007,564,3804,173.0,4.9,31,79,110,17,14.8,11,Afternoon,0,High,Heavily Delayed,Weekday,Positive,0.975,13.020572,77.708911
1019008,630,4512,399.0,4.4,39,51,90,12,8.88,8,Morning,0,High,Slightly Delayed,Weekend,Positive,0.8500000000000001,12.883841,77.726808
1019009,532,3804,89.0,4.4,42,37,79,2,7.77,8,Morning,0,Medium,On Time,Weekday,Positive,0.8500000000000001,12.885722,77.594728
